layer,bucket,field,path,line,section,repeats,text
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,636,4.0140,1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,639,4.0140,1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,666,4.0141,1,and shall not exceed 10 feet above the height of the roof on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,669,4.0141,1,a. Roof-top. The height of roof-top wind energy systems shall not exceed a value equal to 10 feet
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,671,4.0141,1,the wind energy system height together shall not exceed 45 feet.
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,672,4.0141,1,b. Ground-mounted. The height of ground-mounted wind energy systems shall not exceed 45 feet as
or,unread,min_lot_sqft,or/multnomah/gresham/4.0200.commercial.txt,156,4.0230,1,"B. Minimum Lot Size 10,000 square feet"
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,218,4.0232,1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,221,4.0232,1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,232,4.0233,1,"building height is 35 feet or less. For example, a 30- foot-tall building could have a 30-foot-tall wind"
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,233,4.0233,1,energy system installed on its roof for a total height of 60 feet from the ground to top of the wind
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,234,4.0233,1,energy system. In no case can the wind energy system exceed 35 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0200.commercial.txt,235,4.0233,1,2. Ground-mounted. Ground-mounted wind energy systems shall not exceed 45 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0300.industrial.txt,317,4.0332,1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0300.industrial.txt,329,4.0333,1,1. Roof-top. Wind energy system height shall not exceed a value equal to 45 feet above the roof top.
or,unread,max_height_ft,or/multnomah/gresham/4.0300.industrial.txt,330,4.0333,1,2. Ground-mounted. Ground-mounted wind energy systems shall not exceed 110 feet in height.
or,unread,min_frontage_ft,or/multnomah/gresham/4.0400.corridor.txt,234,4,1,for at least 50 percent of the building’s linear street frontage. (Exceptions to the 50 percent requirement may be
or,unread,max_units,or/multnomah/gresham/4.0400.corridor.txt,316,4.0432,1,E. Minimum 18 units per acre 18 units per acre 18 units per acre for 12 units per 12 units per acre 12 units per 12 units per
or,unread,max_units,or/multnomah/gresham/4.0400.corridor.txt,318,4.0432,1,Net Density15 20 units per acre 24 units per acre units per acre for
or,unread,max_units,or/multnomah/gresham/4.0400.corridor.txt,326,4.0432,1,F. Maximum Unlimited inside 60 units per acre 60 units per acre 24 units per 24 units per acre 40 units per 40 units per
or,unread,min_frontage_ft,or/multnomah/gresham/4.0400.corridor.txt,460,4,1,"11. Minimum street frontage for townhouses shall be 16 feet, except corner lots shall be 25 feet as measured from the"
or,unread,min_density_du_per_acre,or/multnomah/gresham/4.0400.corridor.txt,487,4,1,minimum net density for middle housing shall be 12 units per acre and maximum density shall be 25 units per acre
or,unread,max_units,or/multnomah/gresham/4.0400.corridor.txt,488,4,1,for townhouses and 24 units per acre for all other middle housing uses.
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,497,4,1,(ii) Maximum Building Height: 45 feet
or,unread,parking_min_per_unit,or/multnomah/gresham/4.0400.corridor.txt,643,4.0440,1,A. Each parking space shall be at least 8.5 feet wide by 18 feet deep.
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,667,4.0442,1,frames shall not exceed 10 feet above the roof height on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,670,4.0442,1,2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,681,4.0443,1,"building height is 45 feet or less. For example, a 20 foot tall building could have a 20 foot tall wind"
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,682,4.0443,1,energy system installed on its roof for a total height of 40 feet from the ground to top of the wind
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,684,4.0443,1,"For buildings which exceed 45 feet in height, the wind energy system shall not exceed 45 feet"
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,686,4.0443,1,on its roof for a total height of 105 feet from the ground to the top of the wind energy system.
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,687,4.0443,1,2. Ground-mounted. Ground-mounted wind energy systems shall not exceed 45 feet in height. The
or,unread,max_height_ft,or/multnomah/gresham/4.0400.corridor.txt,688,4.0443,1,height limit of 45 feet can be exceeded up to 110 feet with a Special Use Review.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,426,4.1130,1,"Maximum Height1,2,3,4 (feet) 85 451 125 85 70 35 50 65"
or,unread,max_units,or/multnomah/gresham/4.1100.downtown.txt,437,4.1130,1,mixed-use) (units per acre)7 (See 17 20 20 17 8.71 8.71 17
or,unread,max_units,or/multnomah/gresham/4.1100.downtown.txt,442,4.1130,1,(units per acre) (See deﬁnition of No No 25; All No
or,unread,min_lot_width_ft,or/multnomah/gresham/4.1100.downtown.txt,514,4.1130,1,"Width at building line, interior lot: 35 feet single detached, duplex, triplex, and quadplex:"
or,unread,min_lot_width_ft,or/multnomah/gresham/4.1100.downtown.txt,515,4.1130,1,"Minimum Lot Width at building line, corner lot: 40 feet single detached, duplex, triplex, and quadplex:"
or,unread,min_lot_width_ft,or/multnomah/gresham/4.1100.downtown.txt,517,4.1130,1,"Townhouse - Width at building line: 16 feet interior, 20 feet corner"
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,528,4.1100,1,1. The maximum height and ﬂoor area ratio ( FA R) for the portion of development sites within 110 feet of the center line of N Main Avenue
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,532,4.1100,1,2. Building heights in all Downtown sub- districts except DRL-1 and DRL-2 shall be allowed to exceed the maximum up to 8 feet to allow for
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,534,4.1100,1,"3. For developments abutting a land-use district where the maximum building height is 40 feet or less, the maximum building height within 50"
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,535,4.1100,1,feet of that low-height- limit district or sub-district shall be 45 feet. Maximum building height shall be 50 feet in DCC along the north side of
or,unread,setback_side_ft,or/multnomah/gresham/4.1100.downtown.txt,560,4,1,"11. Minimum side setback is 10 feet when side yard abuts DRL-1, DRL-2, LDR-5, LDR-7, TR or TLDR . Minimum rear setback is 10 feet when rear"
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,610,4,1,glass that projects over a public sidewalk from a building face at least 5 feet in horizontal distance. The height of
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,724,4.1100,1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 6 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,729,4.1100,1,shall not exceed 10 feet above the roof height on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,732,4.1100,1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,753,4.1135,1,not exceed 10 feet above the height of the roof on which the system is installed.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,762,4.1100,1,"when the building height is 45 feet or less. For buildings which exceed 45 feet in height, the wind energy"
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,764,4.1100,1,b. Ground-mounted. The height of ground-mounted wind energy systems shall not exceed 45 feet as measured
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,765,4.1100,1,from the grade at the base of the equipment to the top of the system. The height limit of 45 feet can be
or,unread,min_frontage_ft,or/multnomah/gresham/4.1100.downtown.txt,1557,4.1152,1,harmonious street frontage building ’s front setback shall be within 5 feet of the setback
or,unread,setback_front_ft,or/multnomah/gresham/4.1100.downtown.txt,1561,4.1152,1,the front setback placement of setback to exceed 15 feet.
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,1929,4.1152,1,building and no less than 14 feet in height or the
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,1957,4.1152,1,and constructed as permanent enclosed by a fence or wall of at least 6 feet in height. Walls
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2126,4.1152,1,"be located between a building accessible open spaces shall not exceed 2,000 square feet."
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2243,4.1152,1,"outdoor space. Shared open space ii. For sites less than 20,000 square feet in gross site area, a"
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2245,4.1152,1,dimensions to provide usable than 500 square feet shall be shared open space.
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2280,4.1152,1,20 feet by 20 f eet. open space and required publicly accessible open space on a
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,2314,4.1152,1,"The indoor area shall have a minimum height of 9 feet,"
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,2336,4.1152,1,exceed 4 feet in height and must be consistent with standard
or,unread,min_frontage_ft,or/multnomah/gresham/4.1100.downtown.txt,2401,4.1152,1,Streets. Communal gathering areas street frontages shall be visible from 50 percent of the units that
or,unread,max_units,or/multnomah/gresham/4.1100.downtown.txt,2414,4.1152,1,"multiple types of play equipment and structures, with a be visible from at least 50 percent of the units that face it."
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2424,4.1152,1,G8. Open Space for Townhouse Style. S8. Open Space for Townhouse Style. A minimum of 15 percent of
or,unread,open_space_min_pct,or/multnomah/gresham/4.1100.downtown.txt,2445,4.1152,1,b. No more than 50 percent of the required open space area
or,unread,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,2496,4.1152,1,create an attractive site and a. Site trees must be capable of a height of 25 feet.
